market,category,list_type,date,rank,asin,title,brand,price_low,price_high,rate,review_count,has_video,sales_rank,previous_sales_rank,pct_chg_sales_rank,source_file,product_url
US,Category A,movers_shakers,2026-02-02,48,DEMO00333,Demo Product 00333,Brand_032,76.63,,4.2,99.0,0,321.0,406.0,26.0,demo,https://example.com/dp/DEMO00333
US,Category A,movers_shakers,2026-02-02,49,DEMO00289,Demo Product 00289,Brand_090,62.59,,4.6,34.0,1,95.0,120.0,26.0,demo,https://example.com/dp/DEMO00289
US,Category A,movers_shakers,2026-02-02,51,DEMO00334,Demo Product 00334,Brand_013,368.64,,4.4,480.0,0,188.0,237.0,26.0,demo,https://example.com/dp/DEMO00334
US,Category A,movers_shakers,2026-02-02,52,DEMO00335,Demo Product 00335,Brand_105,95.25,,4.3,409.0,0,129.0,162.0,25.0,demo,https://example.com/dp/DEMO00335
US,Category A,movers_shakers,2026-02-02,53,DEMO00336,Demo Product 00336,Brand_028,111.25,,4.6,662.0,0,217.0,272.0,25.0,demo,https://example.com/dp/DEMO00336
US,Category A,movers_shakers,2026-02-02,54,DEMO00337,Demo Product 00337,Brand_010,98.49,,4.8,429.0,0,370.0,463.0,25.0,demo,https://example.com/dp/DEMO00337
US,Category A,movers_shakers,2026-02-02,55,DEMO00338,Demo Product 00338,Brand_010,142.67,,4.8,10427.0,0,4.0,5.0,25.0,demo,https://example.com/dp/DEMO00338
US,Category A,movers_shakers,2026-02-02,56,DEMO00339,Demo Product 00339,Brand_184,27.04,,4.5,800.0,0,32.0,40.0,25.0,demo,https://example.com/dp/DEMO00339
US,Category A,movers_shakers,2026-02-02,57,DEMO00340,Demo Product 00340,Brand_011,80.1,,4.5,9515.0,0,44.0,55.0,25.0,demo,https://example.com/dp/DEMO00340
US,Category A,movers_shakers,2026-02-02,58,DEMO00216,Demo Product 00216,Brand_007,20.58,,3.5,54.0,0,347.0,432.0,24.0,demo,https://example.com/dp/DEMO00216
US,Category A,movers_shakers,2026-02-02,59,DEMO00341,Demo Product 00341,Brand_797,143.02,,4.3,76.0,0,393.0,487.0,23.0,demo,https://example.com/dp/DEMO00341
US,Category A,movers_shakers,2026-02-02,60,DEMO00342,Demo Product 00342,Brand_920,27.74,,4.3,2949.0,1,290.0,357.0,23.0,demo,https://example.com/dp/DEMO00342
US,Category A,movers_shakers,2026-02-02,61,DEMO00343,Demo Product 00343,Brand_422,152.91,,4.7,481.0,0,130.0,160.0,23.0,demo,https://example.com/dp/DEMO00343
US,Category A,movers_shakers,2026-02-02,62,DEMO00344,Demo Product 00344,Brand_798,6.59,,3.8,153.0,0,250.0,306.0,22.0,demo,https://example.com/dp/DEMO00344
US,Category A,movers_shakers,2026-02-02,63,DEMO00345,Demo Product 00345,Brand_NA,20.96,,5.0,14.0,0,278.0,340.0,22.0,demo,https://example.com/dp/DEMO00345
US,Category A,movers_shakers,2026-02-02,64,DEMO00181,Demo Product 00181,Brand_NA,12.66,,4.2,46.0,1,284.0,347.0,22.0,demo,https://example.com/dp/DEMO00181
US,Category A,movers_shakers,2026-02-02,65,DEMO00101,Demo Product 00101,Brand_789,250.5,,4.5,25.0,1,270.0,329.0,21.0,demo,https://example.com/dp/DEMO00101
US,Category A,movers_shakers,2026-02-02,66,DEMO00184,Demo Product 00184,Brand_053,27.56,,5.0,4.0,0,286.0,346.0,20.0,demo,https://example.com/dp/DEMO00184
US,Category A,movers_shakers,2026-02-02,67,DEMO00155,Demo Product 00155,Brand_NA,97.6,,5.0,23.0,0,25.0,30.0,20.0,demo,https://example.com/dp/DEMO00155
US,Category A,movers_shakers,2026-02-02,68,DEMO00346,Demo Product 00346,Brand_166,60.22,,4.1,104.0,0,182.0,218.0,19.0,demo,https://example.com/dp/DEMO00346
US,Category A,movers_shakers,2026-02-02,69,DEMO00347,Demo Product 00347,Brand_NA,40.0,,4.3,95.0,0,86.0,103.0,19.0,demo,https://example.com/dp/DEMO00347
US,Category A,movers_shakers,2026-02-02,70,DEMO00160,Demo Product 00160,Brand_022,129.43,,5.0,20.0,0,231.0,276.0,19.0,demo,https://example.com/dp/DEMO00160
US,Category A,movers_shakers,2026-02-02,71,DEMO00348,Demo Product 00348,Brand_518,23.71,,4.3,704.0,1,276.0,328.0,18.0,demo,https://example.com/dp/DEMO00348
US,Category A,movers_shakers,2026-02-02,72,DEMO00349,Demo Product 00349,Brand_921,289.75,,4.2,50.0,0,256.0,304.0,18.0,demo,https://example.com/dp/DEMO00349
US,Category A,movers_shakers,2026-02-02,73,DEMO00350,Demo Product 00350,Brand_139,67.18,,4.6,293.0,0,203.0,241.0,18.0,demo,https://example.com/dp/DEMO00350
US,Category A,movers_shakers,2026-02-02,74,DEMO00351,Demo Product 00351,Brand_799,61.1,,4.3,154.0,1,241.0,286.0,18.0,demo,https://example.com/dp/DEMO00351
US,Category A,movers_shakers,2026-02-02,75,DEMO00352,Demo Product 00352,Brand_NA,,,2.4,52.0,0,279.0,331.0,18.0,demo,https://example.com/dp/DEMO00352
US,Category A,movers_shakers,2026-02-02,76,DEMO00353,Demo Product 00353,Brand_NA,31.39,,4.6,155.0,0,114.0,135.0,18.0,demo,https://example.com/dp/DEMO00353
US,Category A,movers_shakers,2026-02-02,77,DEMO00354,Demo Product 00354,Brand_567,30.35,,3.4,17.0,0,346.0,409.0,18.0,demo,https://example.com/dp/DEMO00354
US,Category A,movers_shakers,2026-02-02,78,DEMO00355,Demo Product 00355,Brand_330,20.25,,4.1,9032.0,0,155.0,183.0,18.0,demo,https://example.com/dp/DEMO00355
US,Category A,movers_shakers,2026-02-02,79,DEMO00356,Demo Product 00356,Brand_011,61.99,,4.3,956.0,0,280.0,330.0,17.0,demo,https://example.com/dp/DEMO00356
US,Category A,movers_shakers,2026-02-02,80,DEMO00026,Demo Product 00026,Brand_027,34.23,,4.4,3397.0,1,23.0,27.0,17.0,demo,https://example.com/dp/DEMO00026
US,Category A,movers_shakers,2026-02-02,81,DEMO00357,Demo Product 00357,Brand_1116,29.07,,4.6,2049.0,0,93.0,109.0,17.0,demo,https://example.com/dp/DEMO00357
US,Category A,movers_shakers,2026-02-02,82,DEMO00358,Demo Product 00358,Brand_800,249.84,,4.5,385.0,0,395.0,462.0,16.0,demo,https://example.com/dp/DEMO00358
US,Category A,movers_shakers,2026-02-02,83,DEMO00359,Demo Product 00359,Brand_922,432.95,,4.7,379.0,0,124.0,145.0,16.0,demo,https://example.com/dp/DEMO00359
US,Category A,movers_shakers,2026-02-02,84,DEMO00360,Demo Product 00360,Brand_702,389.28,,4.3,461.0,0,378.0,442.0,16.0,demo,https://example.com/dp/DEMO00360
US,Category A,movers_shakers,2026-02-02,85,DEMO00361,Demo Product 00361,Brand_NA,41.57,,4.4,2870.0,0,166.0,194.0,16.0,demo,https://example.com/dp/DEMO00361
US,Category A,movers_shakers,2026-02-02,86,DEMO00099,Demo Product 00099,Brand_203,19.39,,4.5,241.0,1,84.0,98.0,16.0,demo,https://example.com/dp/DEMO00099
US,Category A,movers_shakers,2026-02-02,87,DEMO00362,Demo Product 00362,Brand_136,91.24,,4.5,170.0,1,385.0,448.0,16.0,demo,https://example.com/dp/DEMO00362
US,Category A,movers_shakers,2026-02-02,88,DEMO00185,Demo Product 00185,Brand_NA,23.69,,4.6,147.0,0,112.0,130.0,16.0,demo,https://example.com/dp/DEMO00185
US,Category A,movers_shakers,2026-02-02,89,DEMO00363,Demo Product 00363,Brand_011,33.99,,4.5,4113.0,0,56.0,65.0,16.0,demo,https://example.com/dp/DEMO00363
US,Category A,movers_shakers,2026-02-02,90,DEMO00364,Demo Product 00364,Brand_137,58.53,,4.2,6366.0,0,193.0,224.0,16.0,demo,https://example.com/dp/DEMO00364
US,Category A,movers_shakers,2026-02-02,91,DEMO00365,Demo Product 00365,Brand_090,61.21,,3.7,23.0,0,220.0,255.0,15.0,demo,https://example.com/dp/DEMO00365
US,Category A,movers_shakers,2026-02-02,92,DEMO00366,Demo Product 00366,Brand_129,87.05,,4.3,625.0,0,398.0,461.0,15.0,demo,https://example.com/dp/DEMO00366
US,Category A,movers_shakers,2026-02-02,93,DEMO00367,Demo Product 00367,Brand_140,289.91,,4.8,424.0,0,388.0,449.0,15.0,demo,https://example.com/dp/DEMO00367
US,Category A,movers_shakers,2026-02-02,94,DEMO00368,Demo Product 00368,Brand_022,23.96,,4.0,647.0,0,110.0,127.0,15.0,demo,https://example.com/dp/DEMO00368
US,Category A,movers_shakers,2026-02-02,95,DEMO00369,Demo Product 00369,Brand_923,11.89,,4.7,57.0,1,298.0,344.0,15.0,demo,https://example.com/dp/DEMO00369
US,Category A,movers_shakers,2026-02-02,96,DEMO00370,Demo Product 00370,Brand_022,28.66,,4.2,9116.0,0,13.0,15.0,15.0,demo,https://example.com/dp/DEMO00370
US,Category A,movers_shakers,2026-02-02,97,DEMO00068,Demo Product 00068,Brand_228,10.21,,4.2,947.0,0,59.0,68.0,15.0,demo,https://example.com/dp/DEMO00068
US,Category A,movers_shakers,2026-02-02,98,DEMO00371,Demo Product 00371,Brand_124,172.62,,2.8,18.0,1,186.0,214.0,15.0,demo,https://example.com/dp/DEMO00371
US,Category A,movers_shakers,2026-02-02,99,DEMO00372,Demo Product 00372,Brand_053,26.45,,5.0,4.0,0,122.0,140.0,14.0,demo,https://example.com/dp/DEMO00372
US,Category A,movers_shakers,2026-02-02,100,DEMO00373,Demo Product 00373,Brand_1117,4.05,,2.7,8.0,0,397.0,455.0,14.0,demo,https://example.com/dp/DEMO00373
US,Category A,new_release,2026-02-02,1,DEMO00030,Demo Product 00030,Brand_NA,29.56,,5.0,24.0,1,,,,demo,https://example.com/dp/DEMO00030
US,Category A,new_release,2026-02-02,2,DEMO00023,Demo Product 00023,Brand_007,51.58,,4.7,105.0,1,,,,demo,https://example.com/dp/DEMO00023
US,Category A,new_release,2026-02-02,3,DEMO00058,Demo Product 00058,Brand_167,85.62,,5.0,3.0,1,,,,demo,https://example.com/dp/DEMO00058
US,Category A,new_release,2026-02-02,4,DEMO00193,Demo Product 00193,Brand_NA,38.59,,4.3,94.0,1,,,,demo,https://example.com/dp/DEMO00193
US,Category A,new_release,2026-02-02,5,DEMO00194,Demo Product 00194,Brand_104,28.44,,4.1,71.0,0,,,,demo,https://example.com/dp/DEMO00194
US,Category A,new_release,2026-02-02,6,DEMO00196,Demo Product 00196,Brand_NA,25.07,,4.6,144.0,1,,,,demo,https://example.com/dp/DEMO00196
US,Category A,new_release,2026-02-02,7,DEMO00197,Demo Product 00197,Brand_027,67.85,,4.6,153.0,1,,,,demo,https://example.com/dp/DEMO00197
US,Category A,new_release,2026-02-02,8,DEMO00198,Demo Product 00198,Brand_053,27.65,,5.0,4.0,0,,,,demo,https://example.com/dp/DEMO00198
US,Category A,new_release,2026-02-02,9,DEMO00183,Demo Product 00183,Brand_072,41.87,,4.8,34.0,1,,,,demo,https://example.com/dp/DEMO00183
US,Category A,new_release,2026-02-02,10,DEMO00199,Demo Product 00199,Brand_059,9.78,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00199
US,Category A,new_release,2026-02-02,11,DEMO00195,Demo Product 00195,Brand_NA,,,,,0,,,,demo,https://example.com/dp/DEMO00195
US,Category A,new_release,2026-02-02,12,DEMO00200,Demo Product 00200,Brand_186,41.51,,4.8,8.0,1,,,,demo,https://example.com/dp/DEMO00200
US,Category A,new_release,2026-02-02,13,DEMO00202,Demo Product 00202,Brand_187,62.22,,4.2,27.0,0,,,,demo,https://example.com/dp/DEMO00202
US,Category A,new_release,2026-02-02,14,DEMO00201,Demo Product 00201,Brand_071,81.61,,5.0,33.0,1,,,,demo,https://example.com/dp/DEMO00201
US,Category A,new_release,2026-02-02,15,DEMO00203,Demo Product 00203,Brand_112,3.58,,1.0,5.0,0,,,,demo,https://example.com/dp/DEMO00203
US,Category A,new_release,2026-02-02,16,DEMO00184,Demo Product 00184,Brand_053,27.2,,5.0,4.0,0,,,,demo,https://example.com/dp/DEMO00184
US,Category A,new_release,2026-02-02,17,DEMO00204,Demo Product 00204,Brand_152,88.14,,4.8,15.0,1,,,,demo,https://example.com/dp/DEMO00204
US,Category A,new_release,2026-02-02,18,DEMO00161,Demo Product 00161,Brand_022,101.95,,4.3,16.0,0,,,,demo,https://example.com/dp/DEMO00161
US,Category A,new_release,2026-02-02,19,DEMO00207,Demo Product 00207,Brand_112,4.7,,2.4,6.0,0,,,,demo,https://example.com/dp/DEMO00207
US,Category A,new_release,2026-02-02,20,DEMO00139,Demo Product 00139,Brand_055,90.44,,4.8,13.0,1,,,,demo,https://example.com/dp/DEMO00139
US,Category A,new_release,2026-02-02,21,DEMO00216,Demo Product 00216,Brand_007,20.45,,3.5,50.0,0,,,,demo,https://example.com/dp/DEMO00216
US,Category A,new_release,2026-02-02,22,DEMO00209,Demo Product 00209,Brand_130,62.37,,4.6,98.0,1,,,,demo,https://example.com/dp/DEMO00209
US,Category A,new_release,2026-02-02,23,DEMO00221,Demo Product 00221,Brand_260,15.05,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00221
US,Category A,new_release,2026-02-02,24,DEMO00206,Demo Product 00206,Brand_456,6.38,,4.1,11.0,0,,,,demo,https://example.com/dp/DEMO00206
US,Category A,new_release,2026-02-02,25,DEMO00227,Demo Product 00227,Brand_423,11.06,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00227
US,Category A,new_release,2026-02-02,26,DEMO00240,Demo Product 00240,Brand_072,47.95,,4.3,22.0,1,,,,demo,https://example.com/dp/DEMO00240
US,Category A,new_release,2026-02-02,27,DEMO00211,Demo Product 00211,Brand_204,156.91,,4.2,12.0,0,,,,demo,https://example.com/dp/DEMO00211
US,Category A,new_release,2026-02-02,28,DEMO00213,Demo Product 00213,Brand_NA,59.88,,4.6,42.0,0,,,,demo,https://example.com/dp/DEMO00213
US,Category A,new_release,2026-02-02,29,DEMO00210,Demo Product 00210,Brand_105,77.68,,5.0,2.0,1,,,,demo,https://example.com/dp/DEMO00210
US,Category A,new_release,2026-02-02,30,DEMO00215,Demo Product 00215,Brand_007,51.43,,3.5,28.0,1,,,,demo,https://example.com/dp/DEMO00215
US,Category A,new_release,2026-02-02,31,DEMO00219,Demo Product 00219,Brand_331,3.38,,2.8,6.0,0,,,,demo,https://example.com/dp/DEMO00219
US,Category A,new_release,2026-02-02,32,DEMO00212,Demo Product 00212,Brand_020,5.27,,3.8,6.0,0,,,,demo,https://example.com/dp/DEMO00212
US,Category A,new_release,2026-02-02,33,DEMO00105,Demo Product 00105,Brand_129,114.19,,4.8,13.0,1,,,,demo,https://example.com/dp/DEMO00105
US,Category A,new_release,2026-02-02,34,DEMO00233,Demo Product 00233,Brand_020,5.14,,4.8,9.0,0,,,,demo,https://example.com/dp/DEMO00233
US,Category A,new_release,2026-02-02,35,DEMO00205,Demo Product 00205,Brand_NA,113.34,,4.6,21.0,0,,,,demo,https://example.com/dp/DEMO00205
US,Category A,new_release,2026-02-02,36,DEMO00220,Demo Product 00220,Brand_186,39.26,,5.0,1.0,1,,,,demo,https://example.com/dp/DEMO00220
US,Category A,new_release,2026-02-02,37,DEMO00217,Demo Product 00217,Brand_NA,19.92,,4.9,26.0,0,,,,demo,https://example.com/dp/DEMO00217
US,Category A,new_release,2026-02-02,38,DEMO00208,Demo Product 00208,Brand_NA,4.99,,,,0,,,,demo,https://example.com/dp/DEMO00208
US,Category A,new_release,2026-02-02,39,DEMO00218,Demo Product 00218,Brand_NA,46.44,,4.1,44.0,1,,,,demo,https://example.com/dp/DEMO00218
US,Category A,new_release,2026-02-02,40,DEMO00265,Demo Product 00265,Brand_007,52.03,,4.7,200.0,0,,,,demo,https://example.com/dp/DEMO00265
US,Category A,new_release,2026-02-02,41,DEMO00214,Demo Product 00214,Brand_NA,208.26,,,,1,,,,demo,https://example.com/dp/DEMO00214
US,Category A,new_release,2026-02-02,42,DEMO00222,Demo Product 00222,Brand_NA,55.54,,5.0,8.0,0,,,,demo,https://example.com/dp/DEMO00222
US,Category A,new_release,2026-02-02,43,DEMO00374,Demo Product 00374,Brand_NA,111.47,,5.0,6.0,1,,,,demo,https://example.com/dp/DEMO00374
US,Category A,new_release,2026-02-02,44,DEMO00375,Demo Product 00375,Brand_124,149.98,,2.4,5.0,1,,,,demo,https://example.com/dp/DEMO00375
US,Category A,new_release,2026-02-02,45,DEMO00376,Demo Product 00376,Brand_456,6.96,,2.5,6.0,0,,,,demo,https://example.com/dp/DEMO00376
US,Category A,new_release,2026-02-02,46,DEMO00228,Demo Product 00228,Brand_NA,4.77,,,,0,,,,demo,https://example.com/dp/DEMO00228
US,Category A,new_release,2026-02-02,47,DEMO00377,Demo Product 00377,Brand_377,63.14,,3.8,24.0,1,,,,demo,https://example.com/dp/DEMO00377
US,Category A,new_release,2026-02-02,48,DEMO00256,Demo Product 00256,Brand_NA,16.13,,4.4,6.0,0,,,,demo,https://example.com/dp/DEMO00256
US,Category A,new_release,2026-02-02,49,DEMO00229,Demo Product 00229,Brand_378,27.21,,5.0,5.0,0,,,,demo,https://example.com/dp/DEMO00229
US,Category A,new_release,2026-02-02,50,DEMO00230,Demo Product 00230,Brand_124,194.25,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00230
US,Category A,new_release,2026-02-02,51,DEMO00279,Demo Product 00279,Brand_515,171.07,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00279
US,Category A,new_release,2026-02-02,52,DEMO00224,Demo Product 00224,Brand_NA,4.12,,,,0,,,,demo,https://example.com/dp/DEMO00224
US,Category A,new_release,2026-02-02,53,DEMO00237,Demo Product 00237,Brand_NA,19.05,,4.6,535.0,1,,,,demo,https://example.com/dp/DEMO00237
US,Category A,new_release,2026-02-02,54,DEMO00254,Demo Product 00254,Brand_020,5.19,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00254
US,Category A,new_release,2026-02-02,55,DEMO00235,Demo Product 00235,Brand_059,12.57,,2.5,3.0,0,,,,demo,https://example.com/dp/DEMO00235
US,Category A,new_release,2026-02-02,56,DEMO00247,Demo Product 00247,Brand_332,14.67,,4.0,19.0,0,,,,demo,https://example.com/dp/DEMO00247
US,Category A,new_release,2026-02-02,57,DEMO00378,Demo Product 00378,Brand_007,17.25,,2.9,3.0,0,,,,demo,https://example.com/dp/DEMO00378
US,Category A,new_release,2026-02-02,58,DEMO00379,Demo Product 00379,Brand_703,206.11,,5.0,3.0,1,,,,demo,https://example.com/dp/DEMO00379
US,Category A,new_release,2026-02-02,59,DEMO00238,Demo Product 00238,Brand_483,72.28,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00238
US,Category A,new_release,2026-02-02,60,DEMO00380,Demo Product 00380,Brand_NA,4.69,,,,0,,,,demo,https://example.com/dp/DEMO00380
US,Category A,new_release,2026-02-02,61,DEMO00381,Demo Product 00381,Brand_1340,85.66,,4.6,6.0,0,,,,demo,https://example.com/dp/DEMO00381
US,Category A,new_release,2026-02-02,62,DEMO00246,Demo Product 00246,Brand_NA,5.47,,,,0,,,,demo,https://example.com/dp/DEMO00246
US,Category A,new_release,2026-02-02,63,DEMO00244,Demo Product 00244,Brand_NA,,,,,0,,,,demo,https://example.com/dp/DEMO00244
US,Category A,new_release,2026-02-02,64,DEMO00251,Demo Product 00251,Brand_NA,170.69,,,,0,,,,demo,https://example.com/dp/DEMO00251
US,Category A,new_release,2026-02-02,65,DEMO00252,Demo Product 00252,Brand_333,32.96,,4.7,9.0,1,,,,demo,https://example.com/dp/DEMO00252
US,Category A,new_release,2026-02-02,66,DEMO00382,Demo Product 00382,Brand_NA,16.9,,,,0,,,,demo,https://example.com/dp/DEMO00382
US,Category A,new_release,2026-02-02,67,DEMO00260,Demo Product 00260,Brand_058,61.89,,4.6,8.0,1,,,,demo,https://example.com/dp/DEMO00260
US,Category A,new_release,2026-02-02,68,DEMO00226,Demo Product 00226,Brand_NA,4.76,,,,0,,,,demo,https://example.com/dp/DEMO00226
US,Category A,new_release,2026-02-02,69,DEMO00239,Demo Product 00239,Brand_NA,12.5,,,,0,,,,demo,https://example.com/dp/DEMO00239
US,Category A,new_release,2026-02-02,70,DEMO00383,Demo Product 00383,Brand_NA,5.05,,,,0,,,,demo,https://example.com/dp/DEMO00383
US,Category A,new_release,2026-02-02,71,DEMO00384,Demo Product 00384,Brand_NA,78.46,,,,1,,,,demo,https://example.com/dp/DEMO00384
US,Category A,new_release,2026-02-02,72,DEMO00261,Demo Product 00261,Brand_NA,5.74,,,,0,,,,demo,https://example.com/dp/DEMO00261
US,Category A,new_release,2026-02-02,73,DEMO00275,Demo Product 00275,Brand_NA,58.09,,4.8,6.0,1,,,,demo,https://example.com/dp/DEMO00275
US,Category A,new_release,2026-02-02,74,DEMO00264,Demo Product 00264,Brand_NA,23.17,,,,0,,,,demo,https://example.com/dp/DEMO00264
US,Category A,new_release,2026-02-02,75,DEMO00234,Demo Product 00234,Brand_NA,51.48,,4.2,38.0,1,,,,demo,https://example.com/dp/DEMO00234
US,Category A,new_release,2026-02-02,76,DEMO00259,Demo Product 00259,Brand_NA,51.5,,4.2,22.0,1,,,,demo,https://example.com/dp/DEMO00259
US,Category A,new_release,2026-02-02,77,DEMO00385,Demo Product 00385,Brand_NA,5.17,,,,0,,,,demo,https://example.com/dp/DEMO00385
US,Category A,new_release,2026-02-02,78,DEMO00386,Demo Product 00386,Brand_059,43.12,,3.0,2.0,1,,,,demo,https://example.com/dp/DEMO00386
US,Category A,new_release,2026-02-02,79,DEMO00236,Demo Product 00236,Brand_050,58.34,,5.0,7.0,1,,,,demo,https://example.com/dp/DEMO00236
US,Category A,new_release,2026-02-02,80,DEMO00271,Demo Product 00271,Brand_NA,4.93,,,,0,,,,demo,https://example.com/dp/DEMO00271
US,Category A,new_release,2026-02-02,81,DEMO00231,Demo Product 00231,Brand_NA,4.29,,,,0,,,,demo,https://example.com/dp/DEMO00231
US,Category A,new_release,2026-02-02,82,DEMO00263,Demo Product 00263,Brand_NA,,,3.6,9.0,1,,,,demo,https://example.com/dp/DEMO00263
US,Category A,new_release,2026-02-02,83,DEMO00387,Demo Product 00387,Brand_NA,5.42,,,,0,,,,demo,https://example.com/dp/DEMO00387
US,Category A,new_release,2026-02-02,84,DEMO00388,Demo Product 00388,Brand_097,26.62,,1.0,1.0,1,,,,demo,https://example.com/dp/DEMO00388
US,Category A,new_release,2026-02-02,85,DEMO00389,Demo Product 00389,Brand_NA,33.84,,4.8,7.0,1,,,,demo,https://example.com/dp/DEMO00389
US,Category A,new_release,2026-02-02,86,DEMO00241,Demo Product 00241,Brand_566,33.56,,5.0,3.0,1,,,,demo,https://example.com/dp/DEMO00241
US,Category A,new_release,2026-02-02,87,DEMO00242,Demo Product 00242,Brand_097,10.35,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00242
US,Category A,new_release,2026-02-02,88,DEMO00248,Demo Product 00248,Brand_NA,40.67,,,,0,,,,demo,https://example.com/dp/DEMO00248
US,Category A,new_release,2026-02-02,89,DEMO00390,Demo Product 00390,Brand_924,44.21,,5.0,4.0,0,,,,demo,https://example.com/dp/DEMO00390
US,Category A,new_release,2026-02-02,90,DEMO00391,Demo Product 00391,Brand_NA,15.47,,,,0,,,,demo,https://example.com/dp/DEMO00391
US,Category A,new_release,2026-02-02,91,DEMO00392,Demo Product 00392,Brand_704,204.06,,4.4,4.0,1,,,,demo,https://example.com/dp/DEMO00392
US,Category A,new_release,2026-02-02,92,DEMO00393,Demo Product 00393,Brand_NA,16.46,,,,0,,,,demo,https://example.com/dp/DEMO00393
US,Category A,new_release,2026-02-02,93,DEMO00274,Demo Product 00274,Brand_NA,,,3.7,11.0,0,,,,demo,https://example.com/dp/DEMO00274
US,Category A,new_release,2026-02-02,94,DEMO00243,Demo Product 00243,Brand_091,12.07,,5.0,1.0,0,,,,demo,https://example.com/dp/DEMO00243
US,Category A,new_release,2026-02-02,95,DEMO00394,Demo Product 00394,Brand_NA,12.19,,,,0,,,,demo,https://example.com/dp/DEMO00394
US,Category A,new_release,2026-02-02,96,DEMO00245,Demo Product 00245,Brand_NA,5.77,,,,0,,,,demo,https://example.com/dp/DEMO00245
US,Category A,new_release,2026-02-02,97,DEMO00395,Demo Product 00395,Brand_091,48.65,,3.0,1.0,0,,,,demo,https://example.com/dp/DEMO00395
US,Category A,new_release,2026-02-02,98,DEMO00282,Demo Product 00282,Brand_NA,52.0,,4.3,30.0,0,,,,demo,https://example.com/dp/DEMO00282
US,Category A,new_release,2026-02-02,99,DEMO00396,Demo Product 00396,Brand_568,6.67,,2.5,7.0,0,,,,demo,https://example.com/dp/DEMO00396
US,Category A,new_release,2026-02-02,100,DEMO00249,Demo Product 00249,Brand_NA,4.95,,,,0,,,,demo,https://example.com/dp/DEMO00249
US,Category A,best_seller,2026-02-03,1,DEMO00001,Demo Product 00001,Brand_102,34.65,,4.5,10393.0,1,,,,demo,https://example.com/dp/DEMO00001
US,Category A,best_seller,2026-02-03,2,DEMO00002,Demo Product 00002,Brand_165,36.93,,4.4,34391.0,1,,,,demo,https://example.com/dp/DEMO00002
US,Category A,best_seller,2026-02-03,3,DEMO00003,Demo Product 00003,Brand_007,37.74,,4.4,3948.0,1,,,,demo,https://example.com/dp/DEMO00003
US,Category A,best_seller,2026-02-03,4,DEMO00005,Demo Product 00005,Brand_010,168.72,,4.8,10606.0,1,,,,demo,https://example.com/dp/DEMO00005
US,Category A,best_seller,2026-02-03,5,DEMO00004,Demo Product 00004,Brand_182,25.22,,4.5,23326.0,1,,,,demo,https://example.com/dp/DEMO00004
US,Category A,best_seller,2026-02-03,6,DEMO00006,Demo Product 00006,Brand_226,15.4,,4.3,12565.0,1,,,,demo,https://example.com/dp/DEMO00006
US,Category A,best_seller,2026-02-03,7,DEMO00007,Demo Product 00007,Brand_256,83.51,,4.3,22860.0,1,,,,demo,https://example.com/dp/DEMO00007
US,Category A,best_seller,2026-02-03,8,DEMO00009,Demo Product 00009,Brand_NA,9.72,,4.3,1292.0,1,,,,demo,https://example.com/dp/DEMO00009
US,Category A,best_seller,2026-02-03,9,DEMO00008,Demo Product 00008,Brand_013,70.64,,4.4,3009.0,1,,,,demo,https://example.com/dp/DEMO00008
US,Category A,best_seller,2026-02-03,10,DEMO00010,Demo Product 00010,Brand_010,83.34,,4.8,1897.0,1,,,,demo,https://example.com/dp/DEMO00010
US,Category A,best_seller,2026-02-03,11,DEMO00016,Demo Product 00016,Brand_050,39.9,,4.5,513.0,1,,,,demo,https://example.com/dp/DEMO00016
US,Category A,best_seller,2026-02-03,12,DEMO00011,Demo Product 00011,Brand_010,129.85,,4.8,9348.0,1,,,,demo,https://example.com/dp/DEMO00011
US,Category A,best_seller,2026-02-03,13,DEMO00012,Demo Product 00012,Brand_013,44.41,,4.6,1860.0,1,,,,demo,https://example.com/dp/DEMO00012
US,Category A,best_seller,2026-02-03,14,DEMO00013,Demo Product 00013,Brand_013,24.74,,4.4,789.0,1,,,,demo,https://example.com/dp/DEMO00013
US,Category A,best_seller,2026-02-03,15,DEMO00014,Demo Product 00014,Brand_027,10.75,,3.9,415.0,0,,,,demo,https://example.com/dp/DEMO00014
US,Category A,best_seller,2026-02-03,16,DEMO00015,Demo Product 00015,Brand_022,31.44,,4.2,9106.0,1,,,,demo,https://example.com/dp/DEMO00015
US,Category A,best_seller,2026-02-03,17,DEMO00024,Demo Product 00024,Brand_NA,59.02,,4.6,17247.0,1,,,,demo,https://example.com/dp/DEMO00024
US,Category A,best_seller,2026-02-03,18,DEMO00022,Demo Product 00022,Brand_257,45.62,,4.4,22880.0,1,,,,demo,https://example.com/dp/DEMO00022
US,Category A,best_seller,2026-02-03,19,DEMO00017,Demo Product 00017,Brand_050,39.74,,4.4,851.0,0,,,,demo,https://example.com/dp/DEMO00017
